"user_id","game_name","payment_month","revenue","language","has_older_device_model","age","engagement_month","churn_month","last_month","user_status","lifetime_in_month"
"WSQTlRZJRg4Rb+rqe56nJg==","game 3","2022-10-01 00:00:00+00","32.13","uk","",26,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"W6fRYNhsTNHQkvkoFEUaVQ==","game 3","2022-12-01 00:00:00+00","39.18","uk","",16,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"7ew71UmoMb73L41PM/YL/w==","game 3","2022-08-01 00:00:00+00","40.74","uk","",17,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"xVwGwMaEG1yZydv5VIfEQA==","game 3","2022-10-01 00:00:00+00","47.22","uk","",22,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"Ghk2iJmzSUW4qLsmJgwOcw==","game 3","2022-04-01 00:00:00+00","128.40","uk","",16,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"V7J42heW8l19wiBJ8UpRyw==","game 3","2022-03-01 00:00:00+00","49.80","ru","",25,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","10"
"HWpnvfSvYzUsQCcCKhetIg==","game 3","2022-10-01 00:00:00+00","67.02","uk","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"dpfu6t8G4blqMn55KM8bSg==","game 3","2022-06-01 00:00:00+00","17.64","uk","",16,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"r9AjQVS2nstu5lpVmDlihA==","game 3","2022-07-01 00:00:00+00","24.84","ru","",22,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"WSQTlRZJRg4Rb+rqe56nJg==","game 3","2022-06-01 00:00:00+00","14.7","uk","",26,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"mEtO8F+CRPGmaJ8SHa7BbA==","game 3","2022-08-01 00:00:00+00","26.70","uk","",32,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"eCd4MBHIR4qUWapg05TFLQ==","game 3","2022-07-01 00:00:00+00","31.86","ru","",18,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"3rCdNEPkh3vwmYB0BVadEw==","game 3","2022-08-01 00:00:00+00","17.34","ru","",27,"2022-05-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","churn","4"
"hRkRI5YBVIH6bbqIDTbung==","game 3","2022-04-01 00:00:00+00","67.26","uk","",19,"2022-04-01 00:00:00+00","2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","new","2"
"3Whh6FLR1MSfsuHKVdCEYQ==","game 3","2022-06-01 00:00:00+00","20.13","uk",1,21,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"lP6BWSFF4OZeWp0jrAHY9g==","game 3","2022-05-01 00:00:00+00","13.2","uk","",29,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"f9cWBjiN4c8lXAkBhdqK6Q==","game 3","2022-10-01 00:00:00+00","111.36","uk","",21,"2022-09-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"lCD23Awt3KotauWenCRr5w==","game 3","2022-04-01 00:00:00+00","47.94","uk","",20,"2022-04-01 00:00:00+00","2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"eLWkkjmSeHVGjb9tp+CJpQ==","game 3","2022-07-01 00:00:00+00","22.5","uk","",19,"2022-07-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","new","3"
"4b7l8C489HEJirtoe7xtFg==","game 3","2022-06-01 00:00:00+00","22.83","uk",1,20,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"FLqAK4qKiMkvlLBgGwbBnQ==","game 3","2022-05-01 00:00:00+00","24.36","ru","",31,"2022-05-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"F9Jtg6+0qPUKWDgBJxG8cA==","game 3","2022-07-01 00:00:00+00","31.59","ru","",18,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"dxXTsxsoGNYPn+1rVBAUww==","game 3","2022-10-01 00:00:00+00","18.21","uk","",33,"2022-08-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","churn","3"
"Vn7Z6/B2x4f/w8R6xVfw5w==","game 3","2022-07-01 00:00:00+00","21.81","uk","",18,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"AuJNw7SH8b7lM4j46bNr8A==","game 3","2022-10-01 00:00:00+00","25.77","en","",28,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"W6fRYNhsTNHQkvkoFEUaVQ==","game 3","2022-05-01 00:00:00+00","95.91","uk","",16,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"4b7l8C489HEJirtoe7xtFg==","game 3","2022-04-01 00:00:00+00","14.94","uk",1,20,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"wRHnn4opzbqIBjFFNpBJtw==","game 3","2022-10-01 00:00:00+00","13.59","uk","",29,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"V7J42heW8l19wiBJ8UpRyw==","game 3","2022-11-01 00:00:00+00","22.29","ru","",25,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"geIiJ1L04w2qAE0qzQUb2g==","game 3","2022-09-01 00:00:00+00","22.92","uk","",23,"2022-06-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"zmZPan/KZoyrIR2r/SvLdA==","game 3","2022-12-01 00:00:00+00","100.05","ru","",15,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"cjAwQwy//1xm2O5pNRveqw==","game 3","2022-12-01 00:00:00+00","12.63","ru","",22,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"ildaqkizLaFesmkjCvlzmQ==","game 3","2022-08-01 00:00:00+00","58.23","uk","",24,"2022-06-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-04-01 00:00:00+00","81.42","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"WAdVK2sJHdBL0bCFyVa0ww==","game 3","2022-04-01 00:00:00+00","24.09","uk","",14,"2022-04-01 00:00:00+00","2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"06RPvlsFPCmM9ag+iSM/Ag==","game 3","2022-09-01 00:00:00+00","48.72","ru","",34,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"nklUUkirU5GYU5ZtNOgx8w==","game 3","2022-04-01 00:00:00+00","19.11","ru",1,20,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"1BBMagZRq/39AV1l2rm4Iw==","game 3","2022-10-01 00:00:00+00","55.80","ru","",23,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"G+PCL1Jo+k4D3zpLGa3+aQ==","game 3","2022-12-01 00:00:00+00","54.00","uk",1,25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"pLOCMIX+imLIzoDehgdOPA==","game 3","2022-12-01 00:00:00+00","41.85","uk","",22,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"OAAGTJfPU2ECPJT1KYm2ZQ==","game 3","2022-09-01 00:00:00+00","22.14","uk","",22,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"7SeM1pmnTTTXfhI+x3ldng==","game 3","2022-09-01 00:00:00+00","22.71","ru","",22,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"ZgTMXDOYCQOiAw4VI8H7AA==","game 3","2022-11-01 00:00:00+00","19.8","uk","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"DcYWdg5xq9/5Yd7SaaVhZw==","game 3","2022-08-01 00:00:00+00","29.49","uk","",32,"2022-08-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"lGI5+OCzV6nnDMpyZWtZAg==","game 3","2022-05-01 00:00:00+00","17.25","ru","",18,"2022-05-01 00:00:00+00","2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"IS/yKhM20myJT0Ua+1Rk1w==","game 1","2022-11-01 00:00:00+00","30.54","uk","",26,"2022-11-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"DorDcyqBWMg5IEaflqn5Xw==","game 3","2022-06-01 00:00:00+00","13.89","ru","",23,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"0A5RkQrm+GBgG7KSFk/xhw==","game 3","2022-06-01 00:00:00+00","48.21","uk","",31,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"WDsSR+yQGqoMMBfCxqkZlw==","game 3","2022-11-01 00:00:00+00","39.24","uk","",24,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","7"
"UNcp1RmIObUiGNqLDHjNVw==","game 3","2022-10-01 00:00:00+00","38.1","uk","",16,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"FnaqKQlPHm2pH1+S+K+Gfg==","game 3","2022-12-01 00:00:00+00","23.85","uk","",19,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-06-01 00:00:00+00","56.13","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"B8zuTsAC2iJ98u2nlv/fUw==","game 3","2022-05-01 00:00:00+00","39.96","uk",1,21,"2022-05-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"4b7l8C489HEJirtoe7xtFg==","game 3","2022-05-01 00:00:00+00","26.40","uk",1,20,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"xSi5UajdkNHXppWOTm6g8w==","game 3","2022-12-01 00:00:00+00","90.12","uk","",20,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"dUXVADLWvf2uvh+Q6TNrMw==","game 3","2022-07-01 00:00:00+00","12.15","ru","",19,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"Lug+Yg90jslWgHEN6dc+Ng==","game 3","2022-08-01 00:00:00+00","58.50","uk","",21,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"4btLP2zvi8eBV0t08fdkKQ==","game 3","2022-12-01 00:00:00+00","92.10","ru","",20,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"p0Ysy5XSVvKlZbKqzjyJgQ==","game 3","2022-08-01 00:00:00+00","14.85","uk","",25,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"787jk0VnxM8/sv/0TkvO6A==","game 3","2022-05-01 00:00:00+00","36.75","uk","",20,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-06-01 00:00:00+00","34.35","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"qmZRB16NnnCdNHWUcSyVDQ==","game 3","2022-08-01 00:00:00+00","42.87","ru","",37,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"tUlbh1G7KYRxmBaQk4RPIw==","game 3","2022-09-01 00:00:00+00","35.43","uk","",34,"2022-08-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","churn","2"
"G+PCL1Jo+k4D3zpLGa3+aQ==","game 3","2022-09-01 00:00:00+00","18.12","uk",1,25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"ZmjMhgyYl6o8iFq964FEWg==","game 3","2022-04-01 00:00:00+00","56.70","ru","",17,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"V7J42heW8l19wiBJ8UpRyw==","game 3","2022-08-01 00:00:00+00","73.41","ru","",25,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-12-01 00:00:00+00","27.42","uk",1,14,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"B4b6v6eUHvAVOeAQk6EEiw==","game 3","2022-06-01 00:00:00+00","96.33","ru","",23,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"1jx1AjqUwE9sbCyafQnUNQ==","game 3","2022-08-01 00:00:00+00","21.18","ru","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"2Tm77AxZ7h7oCNKgCgMpnQ==","game 3","2022-11-01 00:00:00+00","15.99","uk","",23,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","8"
"orbgZNBGuhZZx63HTAbyIw==","game 3","2022-10-01 00:00:00+00","35.76","uk","",25,"2022-04-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","churn","7"
"RiIlY436bXNX8MIW9vUaAQ==","game 3","2022-10-01 00:00:00+00","23.52","uk",1,18,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"Dbff3x5cRk6/tUY3WQdzFQ==","game 3","2022-06-01 00:00:00+00","32.37","uk","",21,"2022-04-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"DqezK7HAqZ+GovyRuzxD1A==","game 3","2022-04-01 00:00:00+00","83.19","uk","",23,"2022-04-01 00:00:00+00","2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"xnLJlU804PSS9tXKmm7gZQ==","game 3","2022-06-01 00:00:00+00","35.88","ru",1,21,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"EPRgsEIjWdzmRbzsHZ48zg==","game 3","2022-10-01 00:00:00+00","130.77","uk","",25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"WMcncRFNp4e91e/Y3CwEvQ==","game 3","2022-10-01 00:00:00+00","19.74","uk","",23,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"ZmjMhgyYl6o8iFq964FEWg==","game 3","2022-10-01 00:00:00+00","41.76","ru","",17,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"cf1ykPUohKTUjtI6cAMhVw==","game 2","2022-10-01 00:00:00+00","12.24","ru",1,21,"2022-10-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"TVMqvnxKnEuD9k1v8+cI1g==","game 3","2022-11-01 00:00:00+00","17.04","uk","",28,"2022-11-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"lJW2nxFOiXDfsmSrwGsFQw==","game 3","2022-09-01 00:00:00+00","66.33","uk","",20,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"PzG6g7FMYUPp0RMvXhfesQ==","game 3","2022-11-01 00:00:00+00","13.74","uk","",34,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"+XPKfmhBmI2NdGQ96Iaysg==","game 3","2022-07-01 00:00:00+00","31.14","uk","",38,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"e/6IajqZ922YY1rh2ErMJQ==","game 3","2022-07-01 00:00:00+00","148.98","en","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"TWDA+aUZ8OPMHOtz5cPPXA==","game 3","2022-06-01 00:00:00+00","14.07","ru","",20,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"fXlo39/YD2z9SEVShTXp6w==","game 3","2022-05-01 00:00:00+00","17.34","uk","",34,"2022-05-01 00:00:00+00","2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"o55dseByUOl9s5IQCz1kuQ==","game 3","2022-08-01 00:00:00+00","15.42","uk","",22,"2022-03-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","churn","6"
"Hamw6F2EZmJfI2glmE2NEg==","game 3","2022-10-01 00:00:00+00","19.02","ru",1,24,"2022-04-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"7YaJfLI3RPGUEN2esrQxsQ==","game 3","2022-09-01 00:00:00+00","35.28","ru","",15,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","4"
"BTD3ZjLKfkT6ZRBT9zRwtg==","game 3","2022-10-01 00:00:00+00","27.00","uk",1,14,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"G073LR6lQoatStpZMzNVOQ==","game 3","2022-10-01 00:00:00+00","16.65","uk","",25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"cOCixiBbcAHemYgbNdoTcw==","game 3","2022-11-01 00:00:00+00","82.68","uk","",20,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"7luG+f1d+Ri4AjeMbFR1Xw==","game 3","2022-09-01 00:00:00+00","15.06","uk","",29,"2022-04-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","churn","6"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-09-01 00:00:00+00","73.29","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"7GE5h/3N3lcro3K9T3aujw==","game 3","2022-03-01 00:00:00+00","38.52","ru","",32,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","8"
"e/6IajqZ922YY1rh2ErMJQ==","game 3","2022-09-01 00:00:00+00","70.14","en","",25,"2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"D9Bdgp+w/syZMU61LudzFQ==","game 3","2022-08-01 00:00:00+00","16.41","uk","",19,"2022-08-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","new","2"
"An7gG7hfETivAjfokQv3Ww==","game 3","2022-07-01 00:00:00+00","45.03","uk","",23,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","6"
"Wua5DlzLb2yNeSrcG9Xi3g==","game 3","2022-10-01 00:00:00+00","26.28","uk","",23,"2022-04-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","churn","7"
"SyWxmJ+Ha8K2C9UJt8blVA==","game 3","2022-03-01 00:00:00+00","55.62","ru","",25,"2022-03-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","9"
"qn61TOwEB0RbKsB+v0D9tw==","game 3","2022-12-01 00:00:00+00","17.07","ru","",16,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"FnaqKQlPHm2pH1+S+K+Gfg==","game 3","2022-11-01 00:00:00+00","37.20","uk","",19,"2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","3"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-09-01 00:00:00+00","18.72","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","churn","7"
"V7J42heW8l19wiBJ8UpRyw==","game 3","2022-04-01 00:00:00+00","36.84","ru","",25,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"G073LR6lQoatStpZMzNVOQ==","game 3","2022-11-01 00:00:00+00","94.32","uk","",25,"2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"XD0CalOV926o6zGoOAKfVA==","game 3","2022-10-01 00:00:00+00","12.75","uk",1,14,"2022-10-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new-churn","1"
"xSi5UajdkNHXppWOTm6g8w==","game 3","2022-08-01 00:00:00+00","91.56","uk","",20,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"NntDesROB4ANrudTCXEScA==","game 3","2022-07-01 00:00:00+00","39.12","ru","",37,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"B4tGKx0IrkPGAUEnO6mMNA==","game 3","2022-11-01 00:00:00+00","55.08","uk","",19,"2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","2"
"7ew71UmoMb73L41PM/YL/w==","game 3","2022-09-01 00:00:00+00","45.15","uk","",17,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"3iITAz/ADjFv3PDTgTjxSg==","game 3","2022-03-01 00:00:00+00","23.76","ru","",16,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","new","7"
"m7Hk77dySHBbxrKgro1Hjg==","game 3","2022-08-01 00:00:00+00","18.84","uk","",30,"2022-07-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"prNQwR2IPPsvGpFgOpcGaQ==","game 3","2022-07-01 00:00:00+00","54.30","uk","",14,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-06-01 00:00:00+00","107.40","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"UFVjte0RzYKTngAiVvjqPQ==","game 3","2022-09-01 00:00:00+00","19.41","uk","",17,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","5"
"Jp0hnV9XOJGVV5jpFhlqgQ==","game 3","2022-11-01 00:00:00+00","59.04","uk","",25,"2022-03-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","churn","9"
"b6lW5fOrJiJUE7dwhEp9VQ==","game 3","2022-06-01 00:00:00+00","41.07","ru","",17,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"xiXTXOEbWU+HnGOUmgc9/w==","game 3","2022-07-01 00:00:00+00","45.75","uk","",20,"2022-03-01 00:00:00+00","2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"IdKyooyTjAbvCA7p+ujKCw==","game 3","2022-07-01 00:00:00+00","84.45","uk","",19,"2022-05-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"Ox0UcaMHdCuTLe5/JQrJMQ==","game 3","2022-06-01 00:00:00+00","17.76","ru","",18,"2022-06-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"J6WNl39fdxaY8ZtvV8wNkw==","game 3","2022-05-01 00:00:00+00","24.99","uk",1,18,"2022-03-01 00:00:00+00","2022-06-01 00:00:00+00","2022-12-01 00:00:00+00","regular","4"
"HxWcXHURvvtOJkrXAcDxQg==","game 3","2022-12-01 00:00:00+00","17.52","uk","",15,"2022-03-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","10"
"wjWDL/+l9D+LVt/9gNMH5Q==","game 3","2022-07-01 00:00:00+00","35.22","ru","",20,"2022-05-01 00:00:00+00","2022-11-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"pA81NE5UM892xwiOsE375g==","game 3","2022-12-01 00:00:00+00","27.84","uk","",19,"2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","1"
"wA+Rd++M6EKUppqQeb+pTw==","game 3","2022-08-01 00:00:00+00","15.6","uk","",20,"2022-08-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","new","5"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-08-01 00:00:00+00","18.3","ru","",15,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"2FYEYdoJMUOtbJ6TruruWA==","game 3","2022-12-01 00:00:00+00","14.13","ru","",20,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"7vnYIRqjBNlAyBbtPg02tQ==","game 3","2022-08-01 00:00:00+00","82.08","uk","",21,"2022-07-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","6"
"75lEf3nSWLSf6GncqhR9gQ==","game 3","2022-04-01 00:00:00+00","65.97","ru","",22,"2022-03-01 00:00:00+00","2022-09-01 00:00:00+00","2022-12-01 00:00:00+00","regular","7"
"A1qVjssGQ+ZUWZu3Z5DzTA==","game 3","2022-09-01 00:00:00+00","19.56","uk","",24,"2022-03-01 00:00:00+00","2022-10-01 00:00:00+00","2022-12-01 00:00:00+00","regular","8"
"7zbxKst2yi3pfdVI8iEChw==","game 3","2022-06-01 00:00:00+00","13.05","ru","",15,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
"Fqu+/F0rn1G4YP3f3yHA1Q==","game 3","2022-11-01 00:00:00+00","25.47","uk","",21,"2022-04-01 00:00:00+00","2022-12-01 00:00:00+00","2022-12-01 00:00:00+00","regular","9"
